date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,pressure_msl_mean,cloud_cover_mean,wind_speed_10m_mean,wind_speed_10m_max,precipitation_sum,rain_sum
2017-10-15,24.7,28.0,21.0,65,1008.7,89,12.2,18.1,0.0,0.0
2017-10-16,21.1,24.5,19.9,80,1011.2,100,11.2,16.5,14.5,14.5
2017-10-17,20.7,21.8,19.6,74,1014.6,98,13.4,19.4,0.0,0.0
2017-10-18,21.5,22.9,20.5,77,1015.6,100,11.4,16.2,1.3,1.3
2017-10-19,23.0,26.7,21.0,81,1014.5,62,9.2,13.6,0.0,0.0
2017-10-20,24.2,28.1,20.6,80,1013.5,45,6.4,10.8,0.0,0.0
2017-10-21,24.7,28.2,22.7,75,1013.3,72,9.8,14.3,0.0,0.0
2017-10-22,23.6,25.5,22.5,71,1013.9,100,7.7,13.8,0.0,0.0
2017-10-23,22.3,23.6,20.5,69,1016.4,73,10.5,17.9,0.0,0.0
2017-10-24,22.6,25.7,20.1,70,1018.4,62,7.6,11.8,0.0,0.0
2017-10-25,23.6,27.6,19.1,79,1017.8,44,5.2,13.5,0.1,0.1
2017-10-26,24.7,28.2,21.9,81,1016.6,59,4.7,6.5,0.2,0.2
2017-10-27,25.2,28.4,23.0,81,1014.8,90,5.6,9.9,0.1,0.1
2017-10-28,25.4,29.3,22.5,80,1015.4,47,6.3,10.5,1.0,1.0
2017-10-29,24.2,27.6,20.7,72,1018.8,20,11.0,20.0,0.4,0.4
2017-10-30,21.6,25.4,18.7,61,1021.5,2,14.4,25.4,0.0,0.0
2017-10-31,20.9,25.2,17.0,67,1019.6,35,8.0,11.6,0.0,0.0
2017-11-01,21.5,26.4,17.1,73,1017.1,10,6.6,9.3,0.0,0.0
2017-11-02,22.4,27.8,17.4,77,1015.5,1,8.0,12.8,0.0,0.0
2017-11-03,23.4,28.5,18.5,65,1016.8,9,11.9,19.5,0.0,0.0
2017-11-04,23.2,27.2,19.6,53,1019.3,88,13.1,21.8,0.0,0.0
2017-11-05,21.4,22.6,18.7,60,1019.5,98,10.9,14.7,0.4,0.4
2017-11-06,21.0,23.6,18.1,70,1016.9,81,9.3,12.9,0.0,0.0
2017-11-07,21.7,24.1,20.0,74,1017.3,94,10.0,17.6,0.0,0.0
2017-11-08,22.4,25.1,20.4,79,1016.6,97,7.2,12.6,7.6,7.6
2017-11-09,21.6,22.5,20.6,89,1015.3,99,5.6,9.4,8.9,8.9
2017-11-10,23.6,27.7,20.6,86,1014.6,67,5.6,8.2,0.0,0.0
2017-11-11,24.4,28.5,20.5,85,1013.4,24,5.1,7.5,0.2,0.2
2017-11-12,24.6,28.2,21.6,84,1011.8,26,8.3,14.0,0.4,0.4
2017-11-13,24.8,28.5,21.5,84,1011.2,44,7.3,14.3,0.9,0.9
2017-11-14,25.2,28.9,22.4,82,1012.6,60,6.8,11.2,1.0,1.0
2017-11-15,24.7,27.9,22.0,80,1014.0,78,8.4,12.3,0.2,0.2
2017-11-16,25.4,29.8,22.2,84,1011.8,79,10.4,17.5,0.3,0.3
2017-11-17,27.2,32.0,24.1,81,1007.9,55,13.3,19.8,0.0,0.0
2017-11-18,24.3,25.6,21.2,77,1011.8,87,15.3,27.0,5.5,5.5
2017-11-19,19.5,20.9,18.2,64,1017.0,92,10.7,14.5,0.0,0.0
2017-11-20,17.7,18.8,17.0,66,1019.3,100,15.0,21.1,0.4,0.4
2017-11-21,16.9,17.5,16.2,64,1018.9,90,9.8,13.4,0.0,0.0
2017-11-22,17.4,18.9,16.1,60,1019.3,100,13.1,18.4,0.0,0.0
2017-11-23,16.4,17.6,14.1,50,1022.2,100,14.8,18.3,0.0,0.0
2017-11-24,13.7,15.2,11.6,60,1024.9,93,15.6,20.5,0.0,0.0
2017-11-25,14.0,15.4,12.9,65,1023.9,84,12.1,14.9,0.7,0.7
2017-11-26,16.8,21.5,13.6,70,1022.3,41,9.2,13.3,0.0,0.0
2017-11-27,18.0,23.2,13.6,73,1017.3,27,5.8,8.0,0.0,0.0
2017-11-28,20.1,24.8,15.2,80,1016.5,56,5.5,9.7,0.5,0.5
2017-11-29,21.5,24.0,19.7,86,1016.5,91,5.2,9.7,0.0,0.0
2017-11-30,21.8,26.1,18.6,85,1016.4,58,9.7,22.1,4.5,4.5
2017-12-01,18.9,19.8,18.1,71,1019.2,100,12.8,17.9,1.2,1.2
2017-12-02,18.6,20.6,16.6,73,1019.5,79,8.4,12.8,0.1,0.1
2017-12-03,19.6,23.2,15.6,79,1017.7,60,4.5,8.4,0.0,0.0
2017-12-04,20.4,24.4,18.0,69,1018.8,30,10.4,16.0,0.0,0.0
2017-12-05,18.9,22.4,17.2,65,1020.1,79,9.9,14.3,0.0,0.0
2017-12-06,18.9,23.0,13.9,79,1016.3,63,8.5,13.1,0.3,0.3
2017-12-07,19.7,21.0,17.6,86,1016.4,94,6.5,10.1,2.5,2.5
2017-12-08,17.2,19.7,16.3,77,1022.4,100,13.7,24.3,6.2,6.2
2017-12-09,16.3,17.5,15.6,60,1020.3,98,7.0,11.6,0.0,0.0
2017-12-10,17.1,19.0,14.8,71,1018.3,98,5.4,9.4,0.0,0.0
2017-12-11,16.9,17.7,16.4,68,1018.7,100,5.3,10.2,0.1,0.1
2017-12-12,16.2,17.0,15.4,83,1017.4,100,6.0,8.6,2.1,2.1
2017-12-13,16.9,18.7,15.4,88,1015.2,100,7.0,10.8,2.3,2.3
2017-12-14,16.0,16.6,15.4,87,1017.1,100,12.4,16.2,4.8,4.8
2017-12-15,16.0,17.4,14.8,79,1019.7,100,11.7,15.0,0.2,0.2
2017-12-16,15.7,17.2,14.4,60,1026.1,90,13.5,20.1,0.0,0.0
2017-12-17,13.7,17.0,10.7,51,1028.4,39,11.3,16.6,0.0,0.0
2017-12-18,12.1,17.5,7.9,55,1028.4,34,10.1,13.5,0.0,0.0
2017-12-19,13.4,18.9,9.1,53,1029.1,0,12.6,20.6,0.0,0.0
2017-12-20,13.2,18.8,8.6,48,1030.2,13,12.0,21.0,0.0,0.0
2017-12-21,15.2,18.1,12.9,51,1025.7,88,7.4,12.2,0.0,0.0
2017-12-22,15.4,20.2,11.8,67,1019.8,41,5.0,9.2,0.0,0.0
2017-12-23,17.0,19.2,14.6,77,1017.1,100,6.9,11.2,0.5,0.5
2017-12-24,18.5,23.4,14.6,65,1021.2,48,13.0,19.1,0.5,0.5
2017-12-25,16.3,21.6,11.8,60,1019.8,94,7.5,11.6,0.0,0.0
2017-12-26,16.8,22.0,10.4,68,1020.2,54,6.2,11.2,0.0,0.0
2017-12-27,15.7,17.9,14.1,84,1021.0,100,9.8,15.3,13.1,13.1
2017-12-28,16.2,19.0,14.2,85,1020.6,98,4.9,8.0,3.0,3.0
2017-12-29,17.7,19.2,16.4,86,1020.4,100,4.3,7.4,0.0,0.0
2017-12-30,17.6,18.4,16.5,81,1022.3,100,12.4,20.1,3.4,3.4
2017-12-31,16.1,16.6,14.9,64,1022.7,93,8.4,11.3,0.0,0.0
2018-01-01,17.3,20.4,14.0,77,1018.5,92,5.5,10.4,0.0,0.0
2018-01-02,18.7,21.8,15.6,85,1016.8,95,5.0,10.2,1.1,1.1
2018-01-03,19.3,23.2,15.6,86,1016.2,86,7.1,11.8,0.0,0.0
2018-01-04,20.2,22.5,18.8,89,1014.1,100,6.1,10.4,0.7,0.7
2018-01-05,20.1,21.4,18.6,92,1013.1,95,7.0,12.1,2.9,2.9
2018-01-06,20.0,22.0,18.5,87,1011.4,99,10.2,13.3,0.0,0.0
2018-01-07,21.0,24.1,19.0,91,1010.2,96,11.1,14.7,2.0,2.0
2018-01-08,16.1,22.0,11.2,78,1015.5,100,17.4,35.1,2.6,2.6
2018-01-09,11.3,12.6,9.2,56,1025.2,100,12.9,17.6,0.7,0.7
2018-01-10,12.8,13.8,11.9,53,1027.0,99,8.0,11.5,0.0,0.0
2018-01-11,12.7,13.9,11.2,56,1026.9,90,7.5,12.1,0.0,0.0
2018-01-12,13.2,16.8,10.1,56,1026.2,71,8.0,12.6,0.0,0.0
2018-01-13,14.9,18.1,10.9,64,1023.1,82,5.9,9.0,0.0,0.0
2018-01-14,15.9,19.3,13.2,72,1021.0,75,5.5,11.0,0.0,0.0
2018-01-15,16.7,21.4,12.6,82,1016.5,82,8.3,14.6,0.0,0.0
2018-01-16,17.8,20.4,15.2,90,1014.7,99,4.5,6.9,0.9,0.9
2018-01-17,18.4,22.1,15.6,88,1014.4,73,7.9,16.5,0.2,0.2
2018-01-18,19.2,23.4,15.9,86,1014.5,87,9.4,13.2,0.4,0.4
2018-01-19,20.2,25.8,16.1,78,1016.7,57,6.4,13.8,0.1,0.1
2018-01-20,18.6,21.2,15.9,88,1014.9,87,6.7,10.7,0.6,0.6
2018-01-21,19.9,23.0,18.1,88,1013.5,92,6.0,9.8,0.6,0.6
2018-01-22,19.6,22.1,18.1,88,1013.5,100,9.0,12.1,4.4,4.4
2018-01-23,20.7,25.0,18.3,83,1012.2,69,10.1,14.3,1.6,1.6
2018-01-24,21.6,26.5,19.0,85,1010.2,73,16.7,22.7,0.3,0.3
2018-01-25,23.2,27.2,21.2,84,1009.9,74,17.7,22.4,1.8,1.8
2018-01-26,19.8,22.2,16.6,89,1012.8,100,16.6,19.1,7.2,7.2
2018-01-27,17.6,18.4,16.8,89,1012.6,100,9.6,16.5,5.8,5.8
2018-01-28,13.3,16.8,9.5,89,1014.6,100,16.6,20.2,8.1,8.1
2018-01-29,9.7,11.6,8.1,63,1022.2,97,14.3,18.1,1.9,1.9
2018-01-30,10.0,11.4,8.8,61,1021.2,95,9.6,12.8,0.1,0.1
2018-01-31,10.6,12.4,8.8,59,1024.9,93,14.3,21.1,0.1,0.1
2018-02-01,12.4,15.1,9.9,44,1022.7,65,8.3,12.6,0.0,0.0
2018-02-02,12.3,13.6,11.1,54,1026.3,96,13.2,18.1,0.0,0.0
2018-02-03,11.8,14.7,9.8,45,1027.0,68,10.0,14.7,0.0,0.0
2018-02-04,11.3,14.6,9.3,48,1026.1,65,9.7,14.3,0.0,0.0
2018-02-05,10.3,12.9,8.2,48,1028.6,82,12.1,18.4,0.0,0.0
2018-02-06,11.7,14.2,7.9,48,1024.3,88,4.8,11.1,0.0,0.0
2018-02-07,12.7,14.6,10.4,49,1021.5,96,5.8,9.2,0.0,0.0
2018-02-08,13.1,17.5,10.1,49,1018.9,76,7.1,12.2,0.0,0.0
2018-02-09,15.4,23.4,9.3,75,1013.7,80,7.4,13.3,0.0,0.0
2018-02-10,16.7,19.8,13.8,87,1016.7,94,8.8,15.8,2.0,2.0
2018-02-11,14.4,15.4,13.1,71,1023.3,100,10.2,14.1,0.9,0.9
2018-02-12,13.7,14.6,12.3,70,1027.0,100,8.9,11.7,0.4,0.4
2018-02-13,15.3,19.5,13.1,68,1022.9,81,5.7,11.3,0.0,0.0
2018-02-14,17.8,25.5,12.0,81,1015.9,14,10.7,16.5,0.0,0.0
2018-02-15,19.2,25.2,15.1,87,1013.6,54,7.0,15.0,0.0,0.0
2018-02-16,21.0,24.7,18.8,85,1014.4,90,6.0,9.9,0.6,0.6
2018-02-17,21.0,25.1,17.4,82,1013.6,81,9.7,16.6,0.2,0.2
2018-02-18,20.4,25.0,16.6,86,1014.0,81,11.8,17.8,0.4,0.4
2018-02-19,21.6,25.6,18.3,86,1013.7,93,10.3,15.0,0.2,0.2
2018-02-20,23.2,26.8,20.9,85,1011.9,96,12.8,18.2,0.4,0.4
2018-02-21,22.1,24.6,20.8,89,1011.3,99,13.5,17.9,2.3,2.3
2018-02-22,17.1,20.8,13.4,81,1016.0,100,14.9,22.2,2.7,2.7
2018-02-23,14.6,17.4,12.9,74,1019.3,79,7.7,13.0,0.7,0.7
2018-02-24,17.7,23.1,12.8,82,1017.5,90,5.0,9.1,0.1,0.1
2018-02-25,19.5,22.3,17.9,78,1018.4,99,7.9,13.4,0.9,0.9
2018-02-26,19.0,21.0,17.2,82,1017.4,100,4.8,8.7,1.0,1.0
2018-02-27,20.0,22.6,18.0,87,1013.6,94,11.3,20.0,0.9,0.9
2018-02-28,22.0,26.0,19.5,86,1012.2,80,8.7,15.0,0.0,0.0
2018-03-01,22.7,27.2,19.5,83,1009.2,72,14.2,20.3,0.2,0.2
2018-03-02,23.6,28.8,21.0,87,1007.6,81,12.8,15.8,1.9,1.9
2018-03-03,24.6,30.5,21.9,85,1005.9,74,12.8,16.4,0.2,0.2
2018-03-04,26.0,33.9,21.5,81,1005.5,35,11.3,15.0,0.0,0.0
2018-03-05,24.6,30.0,21.0,86,1008.6,46,7.6,13.0,0.1,0.1
2018-03-06,24.6,28.7,21.9,84,1011.7,90,14.6,20.7,1.3,1.3
2018-03-07,23.7,28.0,17.8,86,1012.6,90,14.6,28.0,5.9,5.9
2018-03-08,17.6,20.9,15.1,67,1020.8,85,15.3,29.3,4.4,4.4
2018-03-09,17.5,21.5,13.9,56,1022.6,23,9.1,14.2,0.0,0.0
2018-03-10,17.5,23.4,11.8,67,1019.9,6,9.5,17.6,0.0,0.0
2018-03-11,17.6,22.4,12.2,80,1018.7,66,5.2,10.3,0.2,0.2
2018-03-12,19.8,22.5,17.3,86,1016.8,90,5.3,9.7,2.5,2.5
2018-03-13,20.9,24.5,18.1,84,1013.8,79,11.7,19.1,2.3,2.3
2018-03-14,21.7,25.8,18.8,88,1011.4,82,11.8,20.0,0.4,0.4
2018-03-15,22.9,27.2,20.5,85,1011.2,84,11.0,18.7,0.6,0.6
2018-03-16,22.9,26.5,21.0,85,1011.9,94,12.1,19.4,0.4,0.4
2018-03-17,23.7,27.1,21.6,88,1011.5,96,15.8,22.6,0.8,0.8
2018-03-18,24.1,27.1,22.0,87,1011.4,86,16.8,25.0,0.1,0.1
2018-03-19,24.6,30.4,21.4,84,1009.1,71,9.9,20.4,6.6,6.6
2018-03-20,21.4,25.9,17.3,72,1014.5,11,10.4,18.8,2.0,2.0
2018-03-21,18.8,22.5,16.1,68,1017.5,28,8.4,14.8,0.2,0.2
2018-03-22,19.1,23.3,15.2,68,1016.4,27,6.1,11.4,0.0,0.0
2018-03-23,20.2,25.0,15.4,75,1016.0,42,8.6,14.8,0.0,0.0
2018-03-24,21.2,25.3,17.2,83,1015.7,54,9.7,15.0,0.4,0.4
2018-03-25,22.0,25.5,19.1,82,1016.9,93,6.2,10.9,0.9,0.9
2018-03-26,22.8,26.9,20.3,83,1017.2,71,6.5,9.5,1.2,1.2
2018-03-27,22.8,26.9,19.3,80,1015.1,71,8.7,14.1,0.3,0.3
2018-03-28,22.7,25.8,19.7,83,1012.0,47,11.6,18.8,3.1,3.1
2018-03-29,23.5,27.5,20.5,84,1011.5,66,10.0,13.9,0.9,0.9
2018-03-30,23.6,27.0,21.1,84,1012.9,68,11.0,16.6,0.6,0.6
2018-03-31,23.6,27.6,19.9,83,1013.5,68,8.9,14.1,0.5,0.5
2018-04-01,24.1,28.8,20.5,81,1012.9,87,10.1,14.8,0.1,0.1
2018-04-02,24.2,29.6,19.2,79,1011.9,84,10.2,17.6,0.0,0.0
2018-04-03,24.5,29.7,20.8,76,1010.8,78,13.7,22.7,0.0,0.0
2018-04-04,24.4,29.2,20.6,77,1010.0,71,14.2,22.7,0.2,0.2
2018-04-05,24.5,28.8,21.1,79,1008.6,56,13.4,22.7,0.0,0.0
2018-04-06,20.1,22.5,18.0,76,1016.5,90,17.0,26.6,12.1,12.1
2018-04-07,17.5,19.5,14.2,54,1025.3,82,11.0,16.9,0.0,0.0
2018-04-08,18.1,23.5,12.6,65,1020.4,62,6.2,10.5,0.0,0.0
2018-04-09,20.6,26.8,15.1,74,1015.0,19,10.6,19.4,0.0,0.0
2018-04-10,22.2,27.0,18.0,83,1011.3,46,12.3,23.4,0.4,0.4
2018-04-11,24.4,29.5,21.0,86,1008.5,70,11.2,20.1,0.7,0.7
2018-04-12,26.1,32.0,22.4,83,1005.7,47,14.4,18.0,0.0,0.0
2018-04-13,27.3,33.2,23.0,82,1006.1,28,11.5,15.9,0.0,0.0
2018-04-14,26.4,32.0,21.9,81,1007.5,70,12.7,28.3,6.2,6.2
2018-04-15,21.3,23.5,19.1,73,1014.4,99,11.0,19.1,2.1,2.1
2018-04-16,21.0,23.4,19.4,76,1016.2,92,8.4,16.9,0.3,0.3
2018-04-17,21.2,25.0,18.6,82,1016.3,76,6.6,14.5,1.2,1.2
2018-04-18,22.2,28.0,17.3,79,1013.9,46,6.1,9.8,0.0,0.0
2018-04-19,23.3,27.6,19.6,84,1011.0,52,9.1,14.1,0.3,0.3
2018-04-20,25.0,29.7,21.4,85,1009.1,76,14.8,21.4,0.5,0.5
2018-04-21,25.9,29.9,23.6,85,1007.8,68,16.8,22.5,0.5,0.5
2018-04-22,26.7,32.8,22.8,83,1006.0,42,14.8,18.9,0.0,0.0
2018-04-23,27.4,33.4,23.5,82,1004.8,32,8.3,14.8,0.0,0.0
2018-04-24,26.7,30.1,24.6,86,1007.7,87,9.4,12.7,4.1,4.1
2018-04-25,24.4,24.9,23.0,92,1009.7,100,8.2,14.3,24.4,24.4
2018-04-26,23.4,25.8,21.8,90,1011.4,100,9.5,13.6,8.9,8.9
2018-04-27,23.1,25.0,21.5,87,1014.5,98,7.9,13.0,17.5,17.5
2018-04-28,24.8,28.1,22.6,87,1013.2,81,5.5,12.4,2.8,2.8
2018-04-29,24.7,28.2,23.0,90,1010.8,92,11.3,17.4,5.5,5.5
2018-04-30,25.6,28.2,23.4,89,1009.7,72,12.7,18.7,7.7,7.7
2018-05-01,27.2,31.0,24.0,86,1009.5,69,10.4,13.7,0.4,0.4
2018-05-02,26.1,28.9,24.5,90,1011.0,90,7.7,11.5,18.9,18.9
2018-05-03,25.6,29.0,23.8,89,1013.2,93,4.7,9.2,9.7,9.7
2018-05-04,26.4,30.1,23.7,85,1011.5,86,10.7,17.9,1.3,1.3
2018-05-05,26.9,29.4,24.8,86,1010.5,69,15.3,19.8,4.7,4.7
2018-05-06,28.7,33.2,25.2,80,1006.9,18,14.5,17.6,0.0,0.0
2018-05-07,30.1,35.9,25.0,77,1003.0,10,8.0,15.1,0.0,0.0
2018-05-08,28.6,32.5,25.1,81,1004.4,47,11.6,18.3,2.3,2.3
2018-05-09,27.1,30.8,25.0,88,1007.8,92,8.8,14.0,20.6,20.6
2018-05-10,26.5,29.7,23.5,87,1009.9,92,10.3,16.8,40.3,40.3
2018-05-11,27.4,30.2,25.8,88,1008.6,93,12.3,17.2,7.2,7.2
2018-05-12,27.0,30.5,25.0,88,1008.8,93,10.2,16.8,20.6,20.6
2018-05-13,25.9,29.3,23.5,90,1009.6,97,8.2,10.4,16.6,16.6
2018-05-14,28.1,32.2,25.3,85,1007.4,53,11.9,16.4,4.6,4.6
2018-05-15,29.3,33.6,25.9,80,1004.3,24,15.9,18.8,0.0,0.0
2018-05-16,29.9,34.2,26.2,79,1003.6,18,14.9,19.8,0.0,0.0
2018-05-17,30.3,34.7,26.8,77,1003.5,28,12.2,18.2,0.0,0.0
2018-05-18,30.0,34.6,26.7,76,1003.8,50,11.6,16.8,0.0,0.0
2018-05-19,29.6,33.9,26.0,77,1004.6,42,11.5,16.3,0.0,0.0
2018-05-20,29.2,32.5,26.6,81,1005.6,65,12.9,17.4,3.5,3.5
2018-05-21,28.2,31.0,26.5,87,1007.0,57,11.7,16.5,8.8,8.8
2018-05-22,28.4,31.1,26.1,84,1008.6,46,11.4,19.2,4.9,4.9
2018-05-23,28.8,32.6,25.8,79,1008.7,32,9.6,14.8,0.3,0.3
2018-05-24,28.9,32.5,25.9,81,1006.2,68,15.0,19.0,0.2,0.2
2018-05-25,30.1,33.7,26.8,75,1003.5,24,15.4,18.5,0.1,0.1
2018-05-26,30.2,33.0,27.2,73,1004.3,57,10.3,16.2,0.8,0.8
2018-05-27,27.6,31.5,25.2,85,1007.8,94,9.8,17.6,23.4,23.4
2018-05-28,25.8,28.2,23.9,82,1009.6,88,7.1,12.6,19.5,19.5
2018-05-29,27.8,32.3,24.9,82,1008.4,85,6.6,12.3,13.1,13.1
2018-05-30,28.8,32.2,26.2,82,1007.7,98,11.6,16.5,3.1,3.1
2018-05-31,28.6,31.7,26.5,87,1008.1,99,8.4,13.5,7.5,7.5
2018-06-01,27.3,30.3,24.1,91,1008.4,98,5.5,10.8,28.6,28.6
2018-06-02,27.7,32.2,24.6,87,1008.4,95,6.9,17.6,18.1,18.1
2018-06-03,27.7,30.5,25.2,86,1006.4,87,5.7,9.5,8.9,8.9
2018-06-04,28.4,31.8,25.5,83,1005.7,84,7.2,15.2,5.2,5.2
2018-06-05,27.6,31.1,25.5,72,1006.5,97,11.0,16.3,0.1,0.1
2018-06-06,29.0,32.7,24.8,75,1004.4,65,6.2,7.6,0.8,0.8
2018-06-07,29.7,33.7,25.5,73,1002.8,25,7.2,10.0,0.0,0.0
2018-06-08,30.3,34.7,25.5,74,1000.7,7,6.2,14.1,0.0,0.0
2018-06-09,29.3,31.4,27.0,86,1000.8,79,7.1,13.2,4.4,4.4
2018-06-10,28.8,31.1,26.8,86,1001.8,98,4.4,6.4,7.6,7.6
2018-06-11,29.6,33.8,25.8,81,1001.1,90,7.4,15.1,0.1,0.1
2018-06-12,31.0,34.7,28.0,75,999.3,98,9.6,14.7,0.0,0.0
2018-06-13,30.7,33.5,28.5,72,998.1,98,9.8,15.6,0.0,0.0
2018-06-14,28.9,31.5,26.4,83,999.2,99,7.5,11.7,29.6,29.6
2018-06-15,27.7,31.9,24.8,80,1001.4,86,7.8,13.5,27.5,27.5
2018-06-16,28.2,31.5,26.4,84,1002.1,80,6.1,16.2,5.1,5.1
2018-06-17,27.4,29.8,25.5,89,1001.4,89,8.4,12.0,12.5,12.5
2018-06-18,29.1,33.0,25.7,84,999.6,75,11.9,17.6,4.0,4.0
2018-06-19,30.5,34.7,27.0,79,1000.1,42,10.4,16.6,0.8,0.8
2018-06-20,30.8,34.2,27.7,77,1002.1,92,9.4,14.3,0.1,0.1
2018-06-21,31.3,35.0,28.0,74,1001.8,99,9.7,13.4,0.0,0.0
2018-06-22,31.6,34.8,28.1,71,1000.6,99,9.2,12.2,0.0,0.0
2018-06-23,30.9,33.9,28.4,73,1000.1,100,9.0,11.4,0.1,0.1
2018-06-24,29.7,32.0,27.9,79,1000.7,100,9.1,13.3,1.5,1.5
2018-06-25,28.9,30.2,27.5,77,1002.2,99,14.7,19.2,0.4,0.4
2018-06-26,28.6,31.4,26.9,77,1005.3,95,12.7,17.6,0.4,0.4
2018-06-27,27.1,29.3,25.1,87,1007.6,84,10.5,13.3,2.9,2.9
2018-06-28,29.2,33.4,25.5,76,1005.4,57,10.8,13.0,0.1,0.1
2018-06-29,30.6,34.5,26.2,70,1001.1,82,10.8,14.8,0.0,0.0
2018-06-30,31.3,35.6,27.0,70,999.6,75,9.1,12.9,0.3,0.3
2018-07-01,31.7,35.9,27.9,68,999.5,93,8.8,15.1,0.5,0.5
2018-07-02,32.3,36.7,28.5,64,997.8,92,11.7,15.8,0.0,0.0
2018-07-03,32.8,37.2,28.5,60,996.6,92,12.1,16.0,0.0,0.0
2018-07-04,33.0,37.5,28.7,59,996.3,79,11.1,15.1,0.0,0.0
2018-07-05,33.1,37.8,29.2,61,996.6,76,10.0,12.6,0.4,0.4
2018-07-06,32.5,36.7,28.9,67,997.5,96,6.3,16.3,2.7,2.7
2018-07-07,29.3,32.2,27.0,85,999.6,99,5.7,10.1,16.0,16.0
2018-07-08,27.4,30.4,25.6,90,1001.3,95,6.8,12.0,16.8,16.8
2018-07-09,28.2,31.0,25.9,87,1003.0,84,9.0,15.9,17.3,17.3
2018-07-10,28.2,31.8,25.4,85,1003.7,69,6.6,10.8,9.2,9.2
2018-07-11,28.8,32.3,25.5,81,1002.1,69,4.9,8.4,3.1,3.1
2018-07-12,30.2,34.2,25.5,75,1000.6,64,6.8,11.4,0.2,0.2
2018-07-13,28.4,30.6,26.4,87,1001.2,99,5.4,10.1,24.3,24.3
2018-07-14,26.8,28.1,25.2,91,1001.2,100,5.7,9.3,27.2,27.2
2018-07-15,26.4,28.5,24.8,92,1001.4,99,9.4,13.2,26.0,26.0
2018-07-16,27.0,29.5,25.5,89,1001.1,98,10.4,16.3,32.4,32.4
2018-07-17,27.4,30.4,25.3,88,1001.7,98,10.9,19.8,14.8,14.8
2018-07-18,28.0,31.4,25.9,87,1000.5,93,12.4,17.7,18.7,18.7
2018-07-19,26.8,29.1,25.3,91,1001.4,99,13.2,20.2,27.2,27.2
2018-07-20,26.2,27.5,24.6,94,1001.8,100,9.6,12.0,35.3,35.3
2018-07-21,25.8,27.5,24.6,94,999.8,100,13.3,23.6,69.0,69.0
2018-07-22,28.7,32.2,25.3,83,999.4,97,9.6,18.6,3.7,3.7
2018-07-23,29.6,33.5,25.6,84,998.5,92,6.1,9.6,2.7,2.7
2018-07-24,29.1,33.2,26.6,85,999.3,96,7.8,11.5,5.6,5.6
2018-07-25,28.0,31.0,26.1,89,1000.7,99,6.0,9.9,20.4,20.4
2018-07-26,26.6,28.4,25.4,92,1002.7,99,6.4,12.1,32.1,32.1
2018-07-27,26.5,29.9,24.5,91,1002.5,94,9.1,14.2,14.5,14.5
2018-07-28,26.2,28.9,24.5,91,1002.5,95,9.0,12.7,19.4,19.4
2018-07-29,26.4,30.1,24.5,90,1002.4,93,9.2,14.4,15.6,15.6
2018-07-30,26.9,30.5,24.9,89,1002.0,97,6.2,11.1,16.5,16.5
2018-07-31,27.1,30.1,24.6,91,1002.7,100,5.7,9.0,19.1,19.1
2018-08-01,27.9,30.8,26.2,89,1002.4,100,4.6,7.7,6.7,6.7
2018-08-02,27.9,31.3,25.5,88,1001.5,99,9.3,14.3,14.7,14.7
2018-08-03,28.3,30.8,26.6,86,1000.4,100,7.5,11.6,9.0,9.0
2018-08-04,26.9,29.6,25.4,91,1002.0,100,7.1,10.4,13.6,13.6
2018-08-05,26.6,29.3,24.6,91,1004.4,99,5.6,8.9,32.2,32.2
2018-08-06,27.1,30.7,24.6,89,1004.5,96,5.3,11.1,16.3,16.3
2018-08-07,28.0,30.8,25.2,89,1003.4,84,4.8,9.0,8.6,8.6
2018-08-08,28.3,31.0,25.3,86,1003.6,57,4.8,9.9,8.4,8.4
2018-08-09,28.5,32.0,25.1,86,1003.1,97,7.8,12.4,4.1,4.1
2018-08-10,29.6,33.0,27.0,83,1001.0,100,6.7,13.4,0.1,0.1
2018-08-11,30.5,34.5,26.8,79,998.9,72,5.5,8.7,0.5,0.5
2018-08-12,29.2,32.2,26.5,84,998.5,94,7.0,13.8,8.1,8.1
2018-08-13,30.0,34.5,26.3,81,998.6,68,6.4,15.0,0.2,0.2
2018-08-14,30.6,34.5,27.1,79,997.9,98,7.5,13.4,0.0,0.0
2018-08-15,29.3,32.5,27.5,86,999.2,100,6.1,13.5,13.6,13.6
2018-08-16,27.4,28.6,26.1,92,997.6,100,13.7,17.5,77.8,77.8
2018-08-17,26.6,28.7,25.6,91,998.2,100,15.4,22.7,39.9,39.9
2018-08-18,26.9,29.8,25.0,91,1000.9,99,6.2,11.5,18.3,18.3
2018-08-19,28.0,31.4,25.3,87,1002.0,94,4.5,10.2,3.4,3.4
2018-08-20,29.3,32.5,26.0,85,1001.8,89,5.9,15.3,1.3,1.3
2018-08-21,29.3,31.8,27.1,87,1000.0,86,5.7,8.3,7.1,7.1
2018-08-22,28.4,31.6,26.3,89,1000.2,88,5.6,13.1,17.5,17.5
2018-08-23,28.3,31.4,25.8,89,1002.1,97,6.4,11.5,16.1,16.1
2018-08-24,28.1,32.3,25.2,88,1002.6,96,5.3,9.9,14.6,14.6
2018-08-25,28.3,31.8,25.3,86,1001.9,81,6.6,11.2,3.0,3.0
2018-08-26,28.3,31.8,25.7,87,1001.2,82,7.2,12.3,8.7,8.7
