date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,pressure_msl_mean,cloud_cover_mean,wind_speed_10m_mean,wind_speed_10m_max,precipitation_sum,rain_sum
2020-10-12,24.6,29.2,20.5,74,1010.2,96,11.1,19.6,0.0,0.0
2020-10-13,26.5,29.8,23.9,66,1008.9,84,13.0,19.1,1.3,1.3
2020-10-14,23.0,23.9,22.2,88,1007.3,100,20.5,25.5,98.7,98.7
2020-10-15,22.6,24.2,21.9,89,1010.3,100,16.3,20.9,48.3,48.3
2020-10-16,23.8,27.4,21.5,76,1013.0,100,18.4,25.3,9.3,9.3
2020-10-17,22.6,24.8,20.0,64,1015.4,100,16.3,20.4,0.5,0.5
2020-10-18,21.0,22.0,19.9,76,1015.7,100,13.8,19.1,12.3,12.3
2020-10-19,20.5,22.6,19.5,74,1016.6,100,15.2,20.2,1.4,1.4
2020-10-20,20.8,23.1,18.0,72,1017.4,94,13.3,17.9,2.7,2.7
2020-10-21,22.1,26.0,18.9,64,1016.8,36,12.9,20.9,0.0,0.0
2020-10-22,22.0,27.0,18.2,64,1014.3,50,11.6,22.0,0.0,0.0
2020-10-23,21.5,26.9,16.0,61,1014.3,47,10.7,18.4,0.0,0.0
2020-10-24,21.2,26.5,16.2,69,1014.4,85,9.2,12.7,0.0,0.0
2020-10-25,21.3,24.0,18.9,74,1013.9,97,8.2,11.7,1.6,1.6
2020-10-26,21.9,23.5,20.8,86,1014.1,100,9.8,13.8,3.4,3.4
2020-10-27,24.1,28.6,20.5,85,1012.6,67,8.2,11.7,0.0,0.0
2020-10-28,24.8,28.9,22.1,81,1012.6,98,13.9,22.1,4.7,4.7
2020-10-29,21.8,22.8,21.0,82,1015.1,100,18.2,21.3,15.9,15.9
2020-10-30,21.1,22.0,19.9,87,1018.0,100,10.3,15.5,7.5,7.5
2020-10-31,22.2,24.2,20.6,86,1017.4,96,6.7,9.4,0.2,0.2
2020-11-01,24.0,28.1,20.2,84,1015.7,66,4.7,9.2,0.0,0.0
2020-11-02,23.5,26.8,21.4,80,1016.9,75,12.8,24.0,1.8,1.8
2020-11-03,21.7,24.5,19.9,64,1018.9,62,10.0,14.0,0.0,0.0
2020-11-04,21.4,23.7,19.8,69,1017.7,70,7.7,13.1,0.0,0.0
2020-11-05,22.0,25.5,18.4,78,1016.9,64,5.1,8.4,0.0,0.0
2020-11-06,22.7,26.9,18.7,83,1017.9,53,7.6,12.6,0.1,0.1
2020-11-07,23.2,26.9,21.0,72,1019.1,31,10.4,17.2,0.0,0.0
2020-11-08,23.5,27.4,20.8,62,1019.6,21,11.6,17.9,0.0,0.0
2020-11-09,22.0,26.4,18.8,60,1019.3,11,11.9,19.1,0.0,0.0
2020-11-10,20.9,26.0,16.4,57,1019.5,64,11.2,18.5,0.0,0.0
2020-11-11,21.6,25.1,19.0,59,1020.7,84,8.2,14.0,0.0,0.0
2020-11-12,22.1,26.9,18.9,61,1019.9,16,9.0,14.2,0.0,0.0
2020-11-13,21.4,27.5,16.6,66,1017.8,1,10.3,16.2,0.0,0.0
2020-11-14,21.8,27.0,16.5,57,1017.5,29,10.7,17.9,0.0,0.0
2020-11-15,19.9,22.2,18.2,85,1018.1,99,11.8,15.0,16.5,16.5
2020-11-16,20.5,22.8,19.4,94,1016.3,100,9.0,14.7,46.3,46.3
2020-11-17,23.5,27.9,20.3,88,1012.7,54,9.1,16.5,5.5,5.5
2020-11-18,24.8,28.9,22.3,84,1010.9,48,13.1,17.7,0.0,0.0
2020-11-19,24.5,28.1,22.5,88,1010.5,69,8.7,12.4,0.0,0.0
2020-11-20,24.9,28.5,22.3,86,1011.1,70,12.5,15.2,0.4,0.4
2020-11-21,25.0,28.5,22.5,86,1011.8,72,11.7,14.6,0.3,0.3
2020-11-22,24.8,27.0,23.3,89,1015.2,67,8.3,13.2,2.0,2.0
2020-11-23,24.4,27.5,22.5,87,1017.3,47,8.1,13.7,4.1,4.1
2020-11-24,23.1,26.2,21.1,82,1017.7,77,8.2,11.7,1.5,1.5
2020-11-25,23.0,26.5,20.2,85,1017.1,54,7.8,13.2,0.8,0.8
2020-11-26,23.3,26.8,20.5,86,1018.4,44,7.1,10.8,1.2,1.2
2020-11-27,21.9,25.6,18.5,74,1020.8,41,11.9,17.7,0.0,0.0
2020-11-28,19.2,22.2,16.9,66,1022.8,76,13.6,20.0,0.0,0.0
2020-11-29,17.8,20.5,14.9,59,1023.2,56,11.9,17.9,0.0,0.0
2020-11-30,17.7,21.0,14.7,61,1023.5,32,11.0,18.4,0.0,0.0
2020-12-01,18.4,20.8,16.5,61,1022.6,94,8.6,13.4,0.0,0.0
2020-12-02,18.7,21.2,16.6,66,1021.4,82,8.7,13.0,0.0,0.0
2020-12-03,18.8,22.0,16.4,58,1022.1,65,13.3,17.3,0.0,0.0
2020-12-04,16.2,19.4,13.7,59,1023.0,53,12.5,21.2,0.0,0.0
2020-12-05,14.4,18.6,11.1,65,1023.2,25,9.3,13.7,0.0,0.0
2020-12-06,15.2,20.4,10.6,72,1020.9,8,6.8,11.2,0.0,0.0
2020-12-07,16.7,21.8,12.9,72,1022.3,17,9.6,14.2,0.0,0.0
2020-12-08,16.9,21.7,13.9,69,1021.6,23,10.1,15.0,0.0,0.0
2020-12-09,17.3,21.6,11.1,74,1017.6,51,6.4,10.9,0.0,0.0
2020-12-10,18.8,23.2,14.4,75,1017.2,37,5.5,10.4,0.0,0.0
2020-12-11,19.5,24.3,14.5,81,1015.4,51,7.5,15.5,0.0,0.0
2020-12-12,20.4,23.0,18.4,85,1014.1,74,9.4,12.8,0.3,0.3
2020-12-13,22.4,27.2,18.8,85,1011.1,76,9.0,15.0,0.2,0.2
2020-12-14,18.8,23.0,13.9,89,1015.8,97,15.0,25.0,13.8,13.8
2020-12-15,12.6,13.7,10.9,77,1022.6,99,13.0,18.2,2.0,2.0
2020-12-16,12.3,14.1,10.5,66,1024.7,100,11.9,15.0,0.5,0.5
2020-12-17,12.4,14.4,10.4,66,1023.1,98,10.5,12.3,0.0,0.0
2020-12-18,12.5,15.6,10.3,62,1024.3,82,13.8,17.7,0.0,0.0
2020-12-19,13.9,15.9,12.2,50,1026.3,96,14.0,18.3,0.0,0.0
2020-12-20,13.9,18.0,10.6,51,1026.8,62,13.7,20.5,0.0,0.0
2020-12-21,13.7,18.8,10.1,55,1024.5,22,11.0,20.2,0.0,0.0
2020-12-22,15.6,19.5,11.4,57,1020.3,69,7.3,11.2,0.0,0.0
2020-12-23,16.7,19.6,14.3,66,1017.7,94,5.5,7.2,0.2,0.2
2020-12-24,17.4,20.5,15.4,67,1018.0,80,7.9,12.2,0.1,0.1
2020-12-25,17.8,21.6,13.9,71,1017.8,56,6.2,10.0,0.0,0.0
2020-12-26,18.0,22.4,14.1,85,1015.7,57,4.9,10.1,0.0,0.0
2020-12-27,20.0,22.5,17.6,90,1014.6,99,5.6,10.2,1.5,1.5
2020-12-28,21.7,26.7,19.4,87,1012.1,79,11.9,16.6,1.3,1.3
2020-12-29,22.4,26.5,20.0,83,1013.6,85,12.1,28.5,2.4,2.4
2020-12-30,16.6,19.6,14.9,43,1024.8,96,19.5,31.2,0.3,0.3
2020-12-31,12.9,16.1,9.4,44,1027.2,51,11.4,15.8,0.0,0.0
2021-01-01,12.3,17.2,8.1,47,1025.7,45,7.7,14.8,0.0,0.0
2021-01-02,12.8,18.5,7.2,66,1022.1,9,5.4,11.2,0.0,0.0
2021-01-03,13.9,18.9,8.0,66,1022.1,75,7.2,11.4,0.0,0.0
2021-01-04,15.8,21.5,11.6,60,1021.0,32,6.8,10.7,0.0,0.0
2021-01-05,16.1,21.1,10.3,70,1020.5,73,6.8,9.8,0.0,0.0
2021-01-06,17.5,19.9,15.7,60,1019.3,96,7.8,12.6,0.0,0.0
2021-01-07,14.5,16.6,11.2,61,1020.7,100,15.2,17.8,0.0,0.0
2021-01-08,9.9,12.1,8.1,55,1026.4,90,16.6,21.7,0.2,0.2
2021-01-09,10.3,12.9,8.1,42,1025.4,85,10.1,14.2,0.0,0.0
2021-01-10,11.2,13.4,8.9,36,1024.5,96,9.3,14.5,0.0,0.0
2021-01-11,12.0,15.6,9.0,33,1029.2,71,15.7,23.7,0.1,0.1
2021-01-12,12.4,17.4,7.2,46,1026.4,58,7.9,15.9,0.0,0.0
2021-01-13,14.9,20.6,9.3,47,1018.9,35,6.3,15.8,0.0,0.0
2021-01-14,15.6,21.6,10.1,69,1017.2,29,5.3,11.8,0.0,0.0
2021-01-15,16.1,20.4,11.6,82,1015.4,82,6.4,11.2,0.0,0.0
2021-01-16,18.2,21.1,16.2,80,1016.0,88,5.9,9.4,0.2,0.2
2021-01-17,15.1,17.1,13.1,67,1025.3,99,16.0,27.9,4.4,4.4
2021-01-18,14.2,19.1,9.5,46,1024.5,10,8.6,16.2,0.0,0.0
2021-01-19,14.8,22.0,8.4,72,1018.6,0,8.7,17.3,0.0,0.0
2021-01-20,16.3,21.4,10.8,80,1016.6,65,7.2,11.6,0.0,0.0
2021-01-21,17.9,21.2,15.4,83,1015.8,93,4.8,10.5,0.5,0.5
2021-01-22,19.2,23.4,14.6,75,1015.4,55,4.4,7.6,0.0,0.0
2021-01-23,19.3,24.6,14.3,75,1014.5,42,7.3,13.5,0.0,0.0
2021-01-24,19.7,25.5,15.2,80,1013.2,57,14.0,19.6,0.0,0.0
2021-01-25,20.7,23.9,19.0,88,1014.6,92,11.8,16.3,5.4,5.4
2021-01-26,20.4,25.1,17.0,83,1016.1,66,10.0,15.3,0.6,0.6
2021-01-27,19.5,23.0,16.4,82,1015.9,87,9.9,16.1,0.0,0.0
2021-01-28,17.8,18.9,16.6,71,1021.6,96,11.1,21.9,1.5,1.5
2021-01-29,18.2,22.8,14.6,64,1020.8,66,7.0,13.8,0.0,0.0
2021-01-30,18.1,21.5,14.6,80,1019.6,93,8.0,12.8,0.8,0.8
2021-01-31,18.8,21.5,16.2,85,1019.1,96,10.0,16.8,2.4,2.4
2021-02-01,20.4,25.1,17.9,81,1018.0,83,9.4,17.3,0.2,0.2
2021-02-02,19.7,23.9,16.9,85,1018.7,70,9.8,14.0,0.7,0.7
2021-02-03,20.3,25.4,16.8,80,1019.2,59,9.2,15.2,0.0,0.0
2021-02-04,20.1,24.8,17.1,82,1019.7,68,8.7,12.2,0.7,0.7
2021-02-05,20.2,25.2,16.5,80,1018.2,68,9.1,13.0,0.1,0.1
2021-02-06,20.1,25.4,16.2,78,1016.9,58,7.4,11.8,0.0,0.0
2021-02-07,21.3,26.2,16.9,76,1015.9,69,9.1,13.0,0.0,0.0
2021-02-08,20.6,25.4,17.9,82,1017.3,71,6.7,11.7,11.2,11.2
2021-02-09,16.6,17.7,13.9,90,1017.5,88,12.7,19.4,35.7,35.7
2021-02-10,17.2,22.8,11.9,78,1016.2,39,8.2,12.2,0.0,0.0
2021-02-11,18.1,23.2,13.4,77,1016.2,38,6.3,12.1,0.0,0.0
2021-02-12,18.4,22.7,15.0,79,1017.1,46,5.6,9.9,0.0,0.0
2021-02-13,19.0,24.4,14.0,75,1016.7,48,8.4,13.3,0.0,0.0
2021-02-14,20.0,24.9,15.9,77,1016.3,42,6.1,12.8,0.0,0.0
2021-02-15,20.7,25.2,16.5,80,1013.4,60,11.8,16.1,0.4,0.4
2021-02-16,21.1,24.9,18.2,83,1014.7,90,10.4,15.0,1.3,1.3
2021-02-17,19.3,21.3,17.4,70,1020.3,92,10.9,17.6,1.4,1.4
2021-02-18,20.1,23.7,17.9,72,1023.1,91,5.1,8.1,0.0,0.0
2021-02-19,20.4,24.4,17.2,70,1022.7,70,5.3,9.5,0.0,0.0
2021-02-20,19.7,25.9,14.9,70,1019.3,23,6.5,12.1,0.0,0.0
2021-02-21,20.8,27.8,15.4,72,1015.2,7,12.3,21.5,0.0,0.0
2021-02-22,21.2,25.2,17.8,80,1014.6,88,8.7,16.1,0.5,0.5
2021-02-23,21.8,26.0,18.0,78,1013.9,56,8.4,13.9,0.2,0.2
2021-02-24,22.2,26.6,18.9,79,1010.5,59,16.3,23.6,0.1,0.1
2021-02-25,23.2,29.2,20.0,81,1006.9,66,14.0,20.4,1.0,1.0
2021-02-26,23.2,27.0,20.6,85,1007.2,83,10.0,15.0,3.4,3.4
2021-02-27,17.8,19.2,16.5,79,1012.2,100,11.0,20.7,5.3,5.3
2021-02-28,18.6,21.0,17.0,91,1012.2,100,5.0,7.9,5.5,5.5
2021-03-01,21.9,25.9,19.8,88,1014.0,99,8.0,23.7,5.4,5.4
2021-03-02,18.6,19.7,16.9,63,1019.4,100,9.0,18.3,0.7,0.7
2021-03-03,17.9,19.7,16.5,78,1018.5,100,6.0,8.7,6.5,6.5
2021-03-04,18.3,21.1,15.9,84,1016.1,100,7.1,10.7,1.0,1.0
2021-03-05,21.2,25.4,18.2,86,1012.5,99,7.0,13.5,0.3,0.3
2021-03-06,23.8,28.6,21.1,84,1013.3,69,7.1,13.1,0.4,0.4
2021-03-07,20.7,22.1,18.9,79,1017.0,98,9.0,21.4,5.0,5.0
2021-03-08,22.4,26.1,19.9,84,1016.1,82,9.5,18.8,1.8,1.8
2021-03-09,23.1,27.4,20.9,85,1015.6,86,16.0,24.0,0.9,0.9
2021-03-10,23.3,26.8,20.9,84,1015.3,77,16.4,24.2,2.3,2.3
2021-03-11,23.2,26.0,20.9,84,1016.5,85,14.0,19.5,2.1,2.1
2021-03-12,23.0,27.1,19.9,85,1017.1,75,9.8,16.1,0.7,0.7
2021-03-13,22.6,25.8,20.0,86,1016.7,73,9.9,13.7,1.4,1.4
2021-03-14,22.4,26.7,19.0,82,1013.7,56,10.7,15.3,0.3,0.3
2021-03-15,23.4,26.5,20.4,83,1010.9,82,14.4,21.0,0.6,0.6
2021-03-16,23.6,27.2,21.7,87,1010.6,92,13.9,18.9,1.3,1.3
2021-03-17,24.1,27.5,22.0,86,1010.2,98,14.7,19.6,1.8,1.8
2021-03-18,24.3,27.9,22.0,85,1009.9,93,13.3,16.7,0.9,0.9
2021-03-19,25.0,28.2,22.7,84,1008.5,98,15.7,20.3,0.8,0.8
2021-03-20,24.9,27.8,23.3,86,1008.3,96,13.1,16.9,1.3,1.3
2021-03-21,19.0,23.5,16.1,77,1016.2,99,17.0,33.0,8.1,8.1
2021-03-22,17.0,19.5,15.1,57,1024.1,69,13.2,19.5,0.0,0.0
2021-03-23,17.6,21.8,14.2,63,1020.5,30,7.0,11.3,0.0,0.0
2021-03-24,19.3,23.9,14.8,78,1015.8,57,6.8,13.0,0.0,0.0
2021-03-25,21.2,24.4,19.2,88,1013.5,87,6.9,9.9,1.2,1.2
2021-03-26,23.1,27.0,20.0,89,1011.1,98,12.5,19.4,1.3,1.3
2021-03-27,24.5,27.8,22.8,88,1008.8,97,14.7,20.1,1.2,1.2
2021-03-28,24.7,27.5,22.9,89,1007.6,96,12.8,17.0,1.8,1.8
2021-03-29,26.2,31.5,23.2,85,1003.9,56,12.1,16.7,0.0,0.0
2021-03-30,27.2,32.4,23.5,84,1001.1,68,8.3,15.5,0.0,0.0
2021-03-31,27.8,33.8,23.1,80,1000.7,41,10.5,19.5,0.0,0.0
2021-04-01,27.1,32.7,22.9,83,1002.4,30,10.5,16.3,0.0,0.0
2021-04-02,26.9,31.2,23.9,85,1005.6,70,13.7,17.1,0.9,0.9
2021-04-03,25.4,27.2,23.5,91,1009.3,99,11.1,16.3,3.5,3.5
2021-04-04,24.4,28.5,22.2,88,1012.2,79,11.1,17.3,7.4,7.4
2021-04-05,22.7,26.8,20.2,84,1015.0,74,8.6,12.8,4.0,4.0
2021-04-06,23.5,26.1,21.2,86,1015.0,78,10.9,20.4,0.8,0.8
2021-04-07,24.5,27.8,22.0,86,1012.9,74,10.7,14.1,0.5,0.5
2021-04-08,24.5,28.2,20.8,88,1011.4,81,12.6,20.0,12.4,12.4
2021-04-09,20.0,21.8,18.1,81,1015.0,100,12.3,20.4,3.4,3.4
2021-04-10,20.8,23.1,18.6,87,1016.1,100,6.4,10.1,2.0,2.0
2021-04-11,24.5,28.5,21.5,85,1014.9,90,10.7,19.1,3.0,3.0
2021-04-12,25.3,29.2,22.1,85,1013.1,97,13.8,19.3,0.8,0.8
2021-04-13,25.4,28.0,23.7,86,1011.5,98,13.9,17.4,0.6,0.6
2021-04-14,25.7,28.6,23.1,86,1009.8,97,13.0,16.5,0.9,0.9
2021-04-15,25.8,28.2,24.2,89,1008.7,98,14.5,20.7,2.0,2.0
2021-04-16,26.0,28.1,23.9,86,1010.2,99,14.2,19.2,3.4,3.4
2021-04-17,22.3,24.3,21.0,92,1014.3,99,13.7,18.6,18.2,18.2
2021-04-18,22.6,25.4,20.4,86,1012.9,100,5.5,8.8,3.1,3.1
2021-04-19,25.5,29.1,22.6,88,1008.3,60,10.2,16.3,2.6,2.6
2021-04-20,27.0,30.6,24.3,85,1007.1,66,14.5,19.9,0.5,0.5
2021-04-21,27.4,30.2,25.2,86,1007.8,71,16.2,21.4,2.8,2.8
2021-04-22,27.5,31.0,25.6,86,1007.4,64,14.2,17.0,1.8,1.8
2021-04-23,27.8,32.2,25.3,84,1005.1,60,15.6,19.9,1.1,1.1
2021-04-24,28.4,32.9,25.3,84,1005.1,76,14.2,18.6,1.0,1.0
2021-04-25,26.6,29.9,24.6,90,1008.0,96,12.0,17.8,14.1,14.1
2021-04-26,23.2,24.6,21.3,92,1010.6,100,12.5,24.2,42.1,42.1
2021-04-27,22.5,24.5,20.6,86,1013.4,100,7.2,11.4,4.5,4.5
2021-04-28,23.0,25.7,21.2,88,1014.9,94,10.7,16.9,11.6,11.6
2021-04-29,21.6,24.1,19.9,80,1015.6,94,7.8,13.3,2.8,2.8
2021-04-30,23.4,28.2,18.8,82,1012.0,57,7.5,14.8,0.0,0.0
2021-05-01,25.0,28.9,21.5,86,1011.3,85,7.5,14.4,4.7,4.7
2021-05-02,26.4,29.6,24.1,89,1009.6,90,11.2,15.3,8.0,8.0
2021-05-03,27.8,31.1,25.6,85,1007.0,67,17.2,21.5,0.9,0.9
2021-05-04,28.5,33.0,25.3,81,1006.9,31,11.3,18.1,0.0,0.0
2021-05-05,25.5,27.1,23.4,92,1011.2,99,8.8,14.8,32.6,32.6
2021-05-06,26.1,30.5,22.8,82,1012.5,90,9.7,15.1,0.3,0.3
2021-05-07,27.5,32.0,24.7,83,1011.0,55,14.7,19.1,0.0,0.0
2021-05-08,27.4,31.7,24.4,83,1008.4,66,10.6,15.6,0.0,0.0
2021-05-09,28.3,33.0,25.0,83,1006.3,58,11.7,18.1,0.0,0.0
2021-05-10,29.6,34.4,25.8,80,1004.6,34,14.2,18.0,0.0,0.0
2021-05-11,30.2,35.2,26.4,78,1003.4,51,11.8,17.9,0.0,0.0
2021-05-12,30.7,35.5,27.0,77,1003.2,46,14.4,18.3,0.0,0.0
2021-05-13,29.4,33.2,26.9,81,1004.1,58,12.5,19.5,12.1,12.1
2021-05-14,29.8,33.2,27.0,80,1003.8,46,17.7,23.3,1.4,1.4
2021-05-15,30.7,35.1,27.5,77,1004.2,45,17.4,22.0,0.0,0.0
2021-05-16,30.8,35.7,27.4,78,1004.4,43,14.5,20.2,0.0,0.0
2021-05-17,30.3,33.8,27.8,78,1005.7,44,16.0,20.8,0.7,0.7
2021-05-18,30.2,34.6,27.6,79,1005.4,62,15.2,19.1,1.2,1.2
2021-05-19,31.1,36.4,27.6,76,1002.9,74,16.3,20.9,0.6,0.6
2021-05-20,31.5,36.3,28.2,74,1003.2,90,11.7,20.3,0.0,0.0
2021-05-21,31.3,36.2,27.5,74,1002.7,77,14.4,23.4,1.2,1.2
2021-05-22,32.0,37.5,28.4,70,1001.1,64,17.5,23.7,0.4,0.4
2021-05-23,30.9,35.3,27.6,78,1003.3,84,13.9,22.0,3.1,3.1
2021-05-24,27.4,29.6,25.5,82,1008.8,99,11.6,15.9,33.2,33.2
2021-05-25,25.6,26.7,24.2,84,1008.7,86,9.4,17.9,14.3,14.3
2021-05-26,27.7,31.0,24.4,86,1006.5,75,9.8,18.0,2.6,2.6
2021-05-27,28.7,31.5,25.7,84,1007.4,64,10.3,19.4,2.7,2.7
2021-05-28,28.9,32.2,25.9,84,1007.5,86,9.7,15.1,1.0,1.0
2021-05-29,30.6,35.0,27.0,78,1004.7,83,12.8,16.7,0.0,0.0
2021-05-30,31.6,36.0,27.6,75,1002.3,98,8.0,14.7,2.2,2.2
2021-05-31,31.9,37.0,27.8,74,1000.6,95,7.0,14.0,0.0,0.0
2021-06-01,33.1,38.0,28.6,68,1000.6,88,9.5,18.6,0.0,0.0
2021-06-02,32.7,37.3,28.9,70,1001.4,99,10.0,17.3,0.0,0.0
2021-06-03,33.3,38.5,29.1,68,1001.4,89,10.7,17.0,0.4,0.4
2021-06-04,27.2,30.0,25.3,74,1006.7,96,13.3,28.6,6.0,6.0
2021-06-05,27.5,31.0,24.5,72,1005.9,79,4.3,8.5,0.5,0.5
2021-06-06,28.2,31.9,25.5,82,1003.8,74,5.4,13.7,12.0,12.0
2021-06-07,27.7,31.5,25.6,87,1004.6,93,6.9,16.6,17.4,17.4
2021-06-08,26.8,29.4,25.0,90,1005.6,96,5.5,10.0,35.1,35.1
2021-06-09,27.5,30.2,25.5,88,1004.3,98,4.7,9.0,12.4,12.4
2021-06-10,27.6,30.9,24.9,88,1002.9,99,5.4,11.3,20.1,20.1
2021-06-11,27.2,30.8,25.4,91,1003.6,97,6.3,13.7,25.8,25.8
2021-06-12,27.8,31.5,25.2,88,1002.7,100,13.0,19.6,24.2,24.2
2021-06-13,27.3,29.9,25.5,87,1001.5,86,15.8,25.2,15.2,15.2
2021-06-14,28.9,32.9,25.1,79,1000.9,43,9.9,15.6,2.9,2.9
2021-06-15,29.8,33.2,26.2,75,999.4,58,10.6,15.2,0.4,0.4
2021-06-16,31.2,34.8,27.4,72,1001.0,79,10.9,15.4,0.0,0.0
2021-06-17,31.7,35.6,27.2,69,1002.8,61,10.8,16.0,0.0,0.0
2021-06-18,31.9,36.2,27.6,70,1002.9,7,10.7,16.0,0.0,0.0
2021-06-19,32.6,37.3,28.4,64,1000.7,49,12.0,15.2,0.0,0.0
2021-06-20,33.1,37.9,28.9,63,998.9,54,11.1,14.4,0.0,0.0
2021-06-21,33.2,37.5,29.1,63,999.3,89,7.3,11.0,0.0,0.0
2021-06-22,30.8,33.8,28.0,76,1003.0,99,9.3,16.7,5.0,5.0
2021-06-23,29.2,33.0,26.4,82,1003.7,100,7.4,12.4,15.3,15.3
2021-06-24,29.3,32.2,27.1,84,1002.4,97,5.9,9.7,8.2,8.2
2021-06-25,28.9,32.5,26.8,86,1002.2,92,7.7,15.5,9.5,9.5
2021-06-26,29.9,33.0,26.7,81,1003.0,90,9.0,14.1,2.2,2.2
2021-06-27,31.7,36.2,27.1,69,1001.8,84,12.2,18.0,0.0,0.0
2021-06-28,31.7,36.5,28.2,68,999.6,97,9.6,13.9,0.1,0.1
2021-06-29,31.2,34.2,28.4,75,999.7,100,7.1,11.2,0.2,0.2
2021-06-30,31.4,34.9,28.3,73,1000.1,100,9.3,15.6,0.9,0.9
2021-07-01,31.3,34.9,28.0,68,1000.5,100,11.5,15.1,0.0,0.0
2021-07-02,31.8,36.8,27.6,66,1001.8,99,8.4,14.2,0.0,0.0
2021-07-03,31.8,35.9,28.5,70,1002.0,99,6.3,10.1,0.0,0.0
2021-07-04,31.6,35.8,28.2,76,1002.4,93,7.0,15.7,0.4,0.4
2021-07-05,29.8,32.2,28.0,83,1004.0,91,9.1,16.4,10.2,10.2
2021-07-06,29.4,32.2,26.5,83,1004.0,48,6.7,13.6,3.2,3.2
2021-07-07,28.5,31.9,27.0,87,1004.3,74,6.8,11.8,13.7,13.7
2021-07-08,27.4,29.1,25.8,89,1005.8,94,15.3,21.7,27.2,27.2
2021-07-09,27.8,31.2,25.6,86,1008.1,56,9.7,18.0,7.8,7.8
2021-07-10,28.1,31.0,25.6,85,1008.5,50,7.0,19.1,3.4,3.4
2021-07-11,29.0,32.7,25.8,79,1009.1,55,10.4,16.1,0.6,0.6
2021-07-12,29.7,33.8,26.1,77,1007.9,18,14.4,19.3,0.0,0.0
2021-07-13,30.0,33.9,26.8,79,1005.6,28,15.4,21.2,2.1,2.1
2021-07-14,30.2,33.8,27.6,79,1005.3,24,14.2,16.8,0.4,0.4
2021-07-15,29.7,33.1,26.8,77,1006.9,23,12.0,16.8,0.6,0.6
2021-07-16,30.1,34.1,26.4,77,1007.4,39,9.6,14.5,0.3,0.3
2021-07-17,30.4,34.7,26.4,77,1003.8,68,8.6,15.1,0.0,0.0
2021-07-18,29.2,31.6,27.3,84,1001.5,98,7.3,12.9,7.8,7.8
2021-07-19,28.4,31.9,26.4,88,1001.9,91,4.8,10.7,15.7,15.7
2021-07-20,27.4,30.9,24.7,89,1002.5,100,6.2,9.5,17.5,17.5
2021-07-21,28.1,30.8,25.6,86,1001.4,98,6.5,10.5,0.0,0.0
2021-07-22,28.0,29.9,26.8,90,999.9,100,5.1,9.8,6.2,6.2
2021-07-23,26.6,27.3,25.7,94,998.3,99,12.5,18.9,88.6,88.6
2021-07-24,28.5,31.7,25.0,86,998.6,79,10.3,16.6,5.3,5.3
2021-07-25,29.3,32.5,26.4,86,999.7,73,5.2,12.1,5.7,5.7
2021-07-26,29.0,33.0,26.5,85,999.3,64,6.7,10.8,2.2,2.2
2021-07-27,30.0,34.2,26.6,81,997.6,74,6.0,11.6,0.6,0.6
2021-07-28,30.0,33.1,27.7,85,997.6,92,6.9,11.9,1.3,1.3
2021-07-29,29.3,32.2,27.3,88,999.0,99,5.4,9.2,5.3,5.3
2021-07-30,30.1,33.2,27.0,84,999.6,92,7.3,14.8,0.9,0.9
2021-07-31,31.0,34.8,27.2,79,998.5,97,8.2,17.2,12.0,12.0
2021-08-01,26.7,27.3,26.1,93,999.1,99,7.4,12.8,28.0,28.0
2021-08-02,29.2,33.3,25.5,84,998.6,82,5.0,10.4,0.2,0.2
2021-08-03,30.1,34.4,26.9,82,999.6,92,8.5,13.8,1.3,1.3
2021-08-04,31.4,35.7,27.4,78,999.5,68,6.7,12.7,0.1,0.1
2021-08-05,32.2,36.3,28.1,74,998.2,78,7.5,13.9,0.0,0.0
2021-08-06,32.4,36.7,28.6,69,998.8,98,7.3,12.4,0.0,0.0
2021-08-07,32.6,36.8,28.2,68,1000.0,99,7.8,11.5,0.0,0.0
2021-08-08,31.6,34.3,29.6,76,1001.2,99,4.3,8.9,0.0,0.0
2021-08-09,30.4,33.8,28.5,84,1001.6,98,6.0,13.0,9.6,9.6
2021-08-10,27.9,30.9,25.9,92,1001.9,100,7.6,14.4,33.3,33.3
2021-08-11,28.0,31.9,26.4,92,1004.3,99,9.4,14.8,19.1,19.1
2021-08-12,28.9,33.5,25.6,85,1005.4,97,9.3,12.5,1.8,1.8
2021-08-13,30.2,33.1,27.2,81,1001.7,87,10.0,14.0,0.3,0.3
2021-08-14,29.6,32.4,26.9,84,1001.1,100,4.8,8.2,23.9,23.9
2021-08-15,27.4,30.6,25.8,91,1005.2,99,6.4,11.5,22.7,22.7
2021-08-16,28.6,31.7,25.2,86,1008.7,89,7.7,10.2,16.0,16.0
2021-08-17,29.5,33.2,26.1,82,1007.9,53,6.3,12.1,1.5,1.5
2021-08-18,29.8,32.8,27.1,83,1005.9,76,8.1,17.9,2.7,2.7
2021-08-19,28.7,31.5,26.4,86,1006.2,82,9.2,13.3,10.7,10.7
2021-08-20,29.0,32.0,26.2,85,1007.4,59,8.5,12.7,7.1,7.1
2021-08-21,30.2,33.5,27.5,82,1006.3,74,12.8,17.5,0.3,0.3
2021-08-22,31.1,34.8,28.0,79,1003.7,44,13.0,16.8,0.1,0.1
2021-08-23,30.8,34.7,28.7,79,1002.6,89,10.2,15.7,2.0,2.0
