alpha,validation_mae,validation_mse,validation_rmse,validation_r2
0.001,0.9494178295135498,1.7014234066009521,1.3043862183421566,0.9331411346793175
0.01,0.9552803635597229,1.7144253253936768,1.3093606552030181,0.9326302111148834
0.1,0.9841817617416382,1.8226131200790405,1.350041895675479,0.9283788874745369
1.0,1.1484978199005127,2.584764242172241,1.6077202002127862,0.8984295129776001
10.0,4.192746162414551,25.457271575927734,5.045519950998879,-0.0003648996353149414
100.0,4.192746162414551,25.457271575927734,5.045519950998879,-0.0003648996353149414
